Pathways;Name;Identifier;Formula;Compartment;Monoisotopic Mass;Neutral Monoisotopic Mass;Average Mass;Side compound;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Inosine;C00294;C10H12N4O5;x;268,2261;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);ITP;C00081;C10H15N4O14P3;x;508,1658;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);L-Glutamine;C00064;C5H10N2O3;x;146,1445;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);N6-(1,2-Dicarboxyethyl)-AMP;C03794;C14H18N5O11P;x;463,2934;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);P1,P3-Bis(5'-adenosyl) triphosphate;C06197;C20H27N10O16P3;x;756,4071;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);P1,P4-Bis(5'-adenosyl)tetraphosphate;C01260;C20H28N10O19P4;x;836,387;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);P1,P4-Bis(5'-guanosyl) tetraphosphate;C01261;C20H28N10O21P4;x;868,3858;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);P1,P4-Bis(5'-xanthosyl) tetraphosphate;C04392;C20H26N8O23P4;x;870,3553;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Phosphoenolpyruvate;C00074;C3H5O6P;x;168,042;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Pyruvate;C00022;C3H4O3;x;88,0621;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);RNA;C00046;C10H18O13P2R2(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Sulfate;C00059;H2SO4;x;98,0785;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Urate;C00366;C5H4N4O3;x;168,1103;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Urea;C00086;CH4N2O;x;60,0553;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Xanthine;C00385;C5H4N4O2;x;152,1109;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Xanthosine;C01762;C10H12N4O6;x;284,2255;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);Xanthosine 5'-phosphate;C00655;C10H13N4O9P;x;364,2054;0;0;false;;;;;;;;;;;;;;;;
Purine metabolism - Homo sapiens (human);XTP;C00700;C10H15N4O15P3;x;524,1652;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);(R)-3-Amino-2-methylpropanoate;C01205;C4H9NO2;x;103,1198;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);(R)-3-Ureidoisobutyrate;C21029;C5H10N2O3;x;146,1445;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);(R)-5,6-Dihydrothymine;C21028;C5H8N2O2;x;128,1292;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);(S)-Dihydroorotate;C00337;C5H6N2O4;x;158,1121;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate;C11038;C10H17N3O11P2;x;417,203;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate;C11039;C10H18N3O14P3;x;497,1829;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);2-Deoxy-D-ribose 1-phosphate;C00672;C5H11O7P;x;214,1104;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);3-Ureidopropionate;C02642;C4H8N2O3;x;132,1179;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);5,6-Dihydrouracil;C00429;C4H6N2O2;x;114,1026;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);5-Phospho-alpha-D-ribose 1-diphosphate;C00119;C5H13O14P3;x;390,0696;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);beta-Alanine;C00099;C3H7NO2;x;89,0932;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Carbamoyl phosphate;C00169;CH4NO5P;x;141,0199;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);CDP;C00112;C9H15N3O11P2;x;403,1764;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);CMP;C00055;C9H14N3O8P;x;323,1965;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);CTP;C00063;C9H16N3O14P3;x;483,1563;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Cytidine;C00475;C9H13N3O5;x;243,2166;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dCDP;C00705;C9H15N3O10P2;x;387,177;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dCMP;C00239;C9H14N3O7P;x;307,1971;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dCTP;C00458;C9H16N3O13P3;x;467,1569;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Deoxycytidine;C00881;C9H13N3O4;x;227,2172;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Deoxyuridine;C00526;C9H12N2O5;x;228,202;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);DNA;C00039;C10H17O8PR2(C5H8O5PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dTDP;C00363;C10H16N2O11P2;x;402,1884;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dTMP;C00364;C10H15N2O8P;x;322,2085;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dTTP;C00459;C10H17N2O14P3;x;482,1683;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dUDP;C01346;C9H14N2O11P2;x;388,1618;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dUMP;C00365;C9H13N2O8P;x;308,1819;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);dUTP;C00460;C9H15N2O14P3;x;468,1417;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);L-Glutamine;C00064;C5H10N2O3;x;146,1445;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);N-Carbamoyl-L-aspartate;C00438;C5H8N2O5;x;176,1274;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Orotate;C00295;C5H4N2O4;x;156,0963;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Orotidine 5'-phosphate;C01103;C10H13N2O11P;x;368,1908;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);P1,P4-Bis(5'-uridyl) tetraphosphate;C06198;C18H26N4O23P4;x;790,3071;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);RNA;C00046;C10H18O13P2R2(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Thymidine;C00214;C10H14N2O5;x;242,2286;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Thymine;C00178;C5H6N2O2;x;126,1133;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);UDP;C00015;C9H14N2O12P2;x;404,1612;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);UMP;C00105;C9H13N2O9P;x;324,1813;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Uracil;C00106;C4H4N2O2;x;112,0868;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);Uridine;C00299;C9H12N2O6;x;244,2014;0;0;false;;;;;;;;;;;;;;;;
Pyrimidine metabolism - Homo sapiens (human);UTP;C00075;C9H15N2O15P3;x;484,1411;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);(R)-Lactaldehyde;C00937;C3H6O2;x;74,0785;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);(R)-Lactate;C00256;C3H6O3;x;90,0779;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);(R)-S-Lactoylglutathione;C03451;C13H21N3O8S;x;379,3861;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);(S)-Lactate;C00186;C3H6O3;x;90,0779;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);(S)-Malate;C00149;C4H6O5;x;134,0874;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);2-(alpha-Hydroxyethyl)thiamine diphosphate;C05125;C14H23N4O8P2S;x;469,3669;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Acetaldehyde;C00084;C2H4O;x;44,0526;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Acetate;C00033;C2H4O2;x;60,052;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Acetoacetyl-CoA;C00332;C25H40N7O18P3S;x;851,6075;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Acetyl adenylate;C05993;C12H16N5O8P;x;389,2579;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Acetyl phosphate;C00227;C2H5O5P;x;140,0319;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Acetyl-CoA;C00024;C23H38N7O17P3S;x;809,5708;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Enzyme N6-(dihydrolipoyl)lysine;C15973;C8H16NOS2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Enzyme N6-(lipoyl)lysine;C15972;C8H14NOS2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Fumarate;C00122;C4H4O4;x;116,0722;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Malonyl-CoA;C00083;C24H38N7O19P3S;x;853,5803;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Methylglyoxal;C00546;C3H4O2;x;72,0627;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Oxaloacetate;C00036;C4H4O5;x;132,0716;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Phosphoenolpyruvate;C00074;C3H5O6P;x;168,042;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Pyruvate;C00022;C3H4O3;x;88,0621;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);Thiamin diphosphate;C00068;C12H19N4O7P2S;x;425,3144;0;0;false;;;;;;;;;;;;;;;;
Pyruvate metabolism - Homo sapiens (human);[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine;C16255;C10H18NO2S2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);11-cis-Retinal;C02110;C20H28O;x;284,4357;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);11-cis-Retinol;C00899;C20H30O;x;286,4516;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);11-cis-Retinyl palmitate;C03455;C36H60O2;x;524,8604;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);9-cis-Retinal;C16681;C20H28O;x;284,4357;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);9-cis-Retinoic acid;C15493;C20H28O2;x;300,4351;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);9-cis-Retinol;C16682;C20H30O;x;286,4516;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);all-trans-13,14-Dihydroretinol;C15492;C20H32O;x;288,4675;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);all-trans-18-Hydroxyretinoic acid;C16679;C20H28O3;x;316,4345;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);all-trans-4-Hydroxyretinoic acid;C16677;C20H28O3;x;316,4345;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);all-trans-5,6-Epoxyretinoic acid;C16680;C20H28O3;x;316,4345;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);all-trans-Retinoyl-beta-glucuronide;C11061;C26H36O8;x;476,5592;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);beta-Carotene;C02094;C40H56;x;536,8726;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);Retinal;C00376;C20H28O;x;284,4357;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);Retinoate;C00777;C20H28O2;x;300,4351;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);Retinol;C00473;C20H30O;x;286,4516;0;0;false;;;;;;;;;;;;;;;;
Retinol metabolism - Homo sapiens (human);Retinyl ester;C02075;C21H29O2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Riboflavin metabolism - Homo sapiens (human);FAD;C00016;C27H33N9O15P2;x;785,5497;0;0;false;;;;;;;;;;;;;;;;
Riboflavin metabolism - Homo sapiens (human);FMN;C00061;C17H21N4O9P;x;456,3438;0;0;false;;;;;;;;;;;;;;;;
Riboflavin metabolism - Homo sapiens (human);Reduced riboflavin;C01007;C17H22N4O6;x;378,3798;0;0;false;;;;;;;;;;;;;;;;
Riboflavin metabolism - Homo sapiens (human);Riboflavin;C00255;C17H20N4O6;x;376,3639;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Adenylylselenate;C05686;C10H14N5O10PSe;x;474,1794;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Dimethyl selenide;C02535;C2H6Se;x;109,029;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Hydrogen selenide;C01528;H2Se;x;80,9759;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);L-Alanine;C00041;C3H7NO2;x;89,0932;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);L-Selenocysteine;C05688;C3H7NO2Se;x;168,0532;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);L-Selenocysteinyl-tRNA(Sec);C06482;C13H22NO11PSeR2(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);L-Selenomethionine;C05335;C5H11NO2Se;x;196,1063;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);L-Seryl-tRNA(Sec);C06481;C13H22NO12PR2(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Methaneselenol;C05703;CH4Se;x;95,0025;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Methylselenic acid;C18902;CH4O2Se;x;127,0013;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Methylselenopyruvate;C18904;C4H6O3Se;x;181,0486;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);O-Phosphoseryl-tRNA(Sec);C16638;C13H23NO15P2R2(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Se-Methyl-L-selenocysteine;C05689;C4H9NO2Se;x;182,0798;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Selenate;C05697;H2SeO4;x;144,9735;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Selenite;C05684;SeO3;x;126,9582;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Selenohomocysteine;C05698;C4H9NO2Se;x;182,0798;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Selenomethionyl-tRNA(Met);C05336;C20H30N6O11PSeR(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Selenophosphoric acid;C05172;H3PO3Se;x;160,9558;0;0;false;;;;;;;;;;;;;;;;
Selenocompound metabolism - Homo sapiens (human);Trimethylselenonium;C18872;C3H9Se;x;124,0636;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);3-Dehydrosphinganine;C02934;C18H37NO2;x;299,4919;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(11)-ceramide;C01290;C31H56NO13R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);beta-D-Glucosyl-(11)-ceramide;C01190;C25H46NO8R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Ceramide 1-phosphate;C02960;C19H37NO6PR;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Digalactosylceramide;C06126;C31H56NO13R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Digalactosylceramide sulfate;C06127;C31H56NO16SR;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Dihydroceramide;C12126;C19H38NO3R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Ethanolamine phosphate;C00346;C2H8NO4P;x;141,063;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Galactosylceramide;C02686;C25H46NO8R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);GM4;C06128;C36H63N2O16R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);L-Serine;C00065;C3H7NO3;x;105,0926;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);N-Acylsphingosine;C00195;C19H36NO3R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Palmitoyl-CoA;C00154;C37H66N7O17P3S;x;1005,9429;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Phytoceramide;C12145;C19H38NO4R;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Phytosphingosine;C12144;C18H39NO3;x;317,5072;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Sphinganine;C00836;C18H39NO2;x;301,5078;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Sphinganine 1-phosphate;C01120;C18H40NO5P;x;381,4877;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Sphingomyelin;C00550;C24H49N2O6PR;x;0;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Sphingosine;C00319;C18H37NO2;x;299,4919;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Sphingosine 1-phosphate;C06124;C18H38NO5P;x;379,4718;0;0;false;;;;;;;;;;;;;;;;
Sphingolipid metabolism - Homo sapiens (human);Sulfatide;C06125;C25H46NO11SR;x;0;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);alpha,alpha-Trehalose;C01083;C12H22O11;x;342,2965;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);alpha-D-Glucose 1,6-bisphosphate;C01231;C6H14O12P2;x;340,1157;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Amylose;C00718;(C6H10O5)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);beta-D-Glucoside;C00963;C6H11O6R;x;0;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Cellobiose;C00185;C12H22O11;x;342,2965;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Cellodextrin;C01898;H2O(C6H10O5)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);D-Fructose;C00095;C6H12O6;x;180,1559;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);D-Fructose 6-phosphate;C00085;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);D-Glucose;C00031;C6H12O6;x;180,1559;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);D-Glucose 1-phosphate;C00103;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);D-Glucose 6-phosphate;C00092;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Dextrin;C00721;(C12H20O10)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Isomaltose;C00252;C12H22O11;x;342,2965;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Maltodextrin;C01935;H2O(C6H10O5)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Maltose;C00208;C12H22O11;x;342,2965;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Starch;C00369;(C12H20O10)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);Sucrose;C00089;C12H22O11;x;342,2965;0;0;false;;;;;;;;;;;;;;;;
Starch and sucrose metabolism - Homo sapiens (human);UDP-glucose;C00029;C15H24N2O17P2;x;566,3018;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);(S)-2,3-Epoxysqualene;C01054;C30H50O;x;426,7174;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);14-Demethyllanosterol;C05108;C29H48O;x;412,6908;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);24,25-Dihydrolanosterol;C05109;C30H52O;x;428,7333;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);24-epi-Campesterol;C21106;C28H48O;x;400,6801;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);24-Methylenecholesterol;C15781;C28H46O;x;398,6642;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);24-Methylenelophenol;C11522;C29H48O;x;412,6908;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);3-Keto-4-methylzymosterol;C15816;C28H44O;x;396,6484;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol;C11455;C29H46O;x;410,6749;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol;C15915;C29H50O;x;414,7067;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol;C11508;C29H46O;x;410,6749;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);4alpha-Methylfecosterol;C15776;C29H48O;x;412,6908;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);4alpha-Methylzymosterol;C05103;C28H46O;x;398,6642;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);4alpha-Methylzymosterol-4-carboxylate;C15808;C29H46O3;x;442,6737;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);5,7,24(28)-Ergostatrienol;C15778;C28H44O;x;396,6484;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);5-Dehydroavenasterol;C15783;C29H46O;x;410,6749;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);5-Dehydroepisterol;C15780;C28H44O;x;396,6484;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);5alpha-Cholest-8-en-3beta-ol;C03845;C27H46O;x;386,6535;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);5alpha-Cholesta-7,24-dien-3beta-ol;C05439;C27H44O;x;384,6377;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);7-Dehydrocholesterol;C01164;C27H44O;x;384,6377;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);7-Dehydrodesmosterol;C05107;C27H42O;x;382,6218;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);beta-Sitosterol;C01753;C29H50O;x;414,7067;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);Calcidiol;C01561;C27H44O2;x;400,6371;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);Calcitetrol;C18231;C27H44O4;x;432,6359;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);Calcitriol;C01673;C27H44O3;x;416,6365;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);Campesterol;C01789;C28H48O;x;400,6801;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);Cholesterol;C00187;C27H46O;x;386,6535;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);Cholesterol ester;C02530;C28H45O2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Steroid biosynthesis - Homo sapiens (human);Delta7-Avenasterol;C15782;C29H48O;x;412,6908;0;0;false;;;;;;;;;;;;;;;;
