1-Methyluric acid_7-Methyluric acid_3-Methyluricacid_9-Methyluricacid
2_O_Methylcytidine_Isomers
4_Hydroxy_3_MethoxybenzylAlcohol
4_Hydroxy_3_MethoxybenzylAlcohol
8_AminocaprylicAcid
Caproic acid _Hexanoic acid
Caproylcarnitine
Cinnamic Acid
Cresol isomer
Cresol isomer
Cresol isomer
D_Ala_D_Ala
Erythrose isomer
Ethanolamine
Glycylproline
Methylguanine&isomer
N6__Delta2_Isopentenyl_Adenine
Ne,Ne dimethyllysine
NFormylLMethionine
Nicotinamide_N_Oxide
Adenine
Adenosine
Alanine
betaine
Carnitine
Choline
Creatine
Creatinine
Cytosine
Fumarate
Gluconic Acid&Isomer
Glutamate
Glutamate
Glutamine
Glutamine
Hippurate
Histidine
Isoleucine
Kynurenine
Leucine
Methionine
Nicotinamide
Nicotinate
O_Acetylcarnitine
Phenylalanine
Pipecolate
Proline
Propionylcarnitine
Serine
Total DMA (ADMA+SDMA)
Tryptophan
Tyrosine
Uracil
Urate
Valine
1 5 Anhydro D Sorbitol
1_Methyladenosine
12 Hydroxydodecanoic Acid
2 6 Dihydroxybenzoic Acid
2 Hydroxy 2 Methylbutyric Acid_2 Hydroxy 3 Methylbutyric Acid_2 Hydroxypentanoic Acid_3 Hydroxy 3 Methylbutyric Acid_3 Hydroxypentanoic Acid
2 Hydroxycaproic Acid
2 Ketohexanoic Acid_4 Methyl 2 Oxovaleric Acid
2_Methylbutyrylcarnitine_Isovalerylcarnitine_3_methylbutyrylcarnitine
2_MethylhippuricAcid
21 Deoxycortisol_Corticosterone
3 Hydroxy 3 Methylglutaric Acid 
3 Hydroxybutyric Acid, 4 Hydroxybutyric acid
3 Hydroxybutyric Acid, 4 Hydroxybutyric acid
3_Amino_5_HydroxybenzoicAcid
3_Hydroxy_3_Methylglutarate&isomers
3_Hydroxy_3_Methylglutarate&isomers
3_Ureidopropionate
3-Indolepropionicacid
3-Sulfocatechol_4-Sulfocatechol
4_Guanidinobutanoate
4_Hydroxy_6_Methyl_2_Pyrone
4_Hydroxy_D_Proline_Cis_trans
4_ImidazoleaceticAcid
4_Pyridoxate
5_Methylcytosine_Isomers
5_Methylcytosine_Isomers
Acetylcholine_Butyrobetaine
Allantoin
Arabitol, Ribitol, Xylitol
Asparagine
Azelaic Acid
Biotin
Butyrylcarnitine_Isobutyrylcarnitine
Carnosine
Cholic Acid & isomers (b-muricholicacid, a-muricholicacidï¿½)
Cis_9_Tetradecenoylcarnitine_cis_5_Tetradecenoylcarnitine_trans_2_Tetradecenoylcarnitine
Citrulline
Cytidine
Deoxycholic Acid_Ursodeoxycholic Acid
Deoxycytidine
Diethanolamine
Ehtylmalonic Acid
Erythrose
Galacturonic Acid, Glucuronic acid…
Galacturonic Acid, Glucuronic acid…
Glycerol 3 Phosphate
Glycine
Guanidinoacetate
Hexosamine
Homoserine.Threonine
Hypotaurine
Indole_3_Acetate
Indolelactate
Indolepyruvate
IndoxylSulfate
KynurenicAcid
L_CysteineS_Sulfate
L_Homocitrulline
Lactate
L-Methionine S-oxide
M Cresolsulfate_O Cresolsulfate_P Cresolsulfate
Malate
MethionineSulfoxide
Myristoylcarnitine
N Acetyl L Alanine
N Acetyl L Methionine
N Acetyl L Phenylalanine
N Acetyl L Tyrosine
N Acetylglycine
N.Acetyl.Dl.Tryptophan
N.Isobutyrylglycine&isomers
N.N_Dimethylglycine
N_Acetyl_D_Galactosamine
N_Acetyl_L_Alanine
N_Acetyl_L_Leucine
N_Alpha_Acetyl_L_Asparagine
N_Isovalerylglycine&isomer
N_Isovalerylglycine&isomer
N_Methyl_L_Histidine&isomer
O_Succinyl_L_Homoserine
Oleoyl_Carnitine
Ornithine
Orotate
Palmitic acid
Palmitoyl_L_Carnitine
Panthenol
Panthotenate
Perillic Acid
Phenylacetylglycine (PHENYLACETYLAMINO ACETIC ACID)
Phenyllactic Acid
Polyol_Mannitol.Sorbitol
Pseudouridine
Pyridoxal
Pyroglutamic.Acid._Oxoproline
Pyroglutamic.Acid._Oxoproline
Pyruvate
Serotonin
Succinate
Sucrose
Taurine
TaurochenodeoxycholicAcid_TaurodeoxycholicAcid_TaurohyodeoxycholicAcid_TauroursodeoxycholicAcid
Taurocholic Acid & isomers (Tauro-b-muricholicacid, Tauro-a-muricholicacidï¿½)
Threonic Acid
Thymidine
Thymine
TMAO
Tocopherol
Total Hexoses - Myo Inositol
Total Hexoses (Glucose, Galactose…)
Total Pentoses
TotalHexosamines_Glucosamine.Galactosamine
TotalHexosamines_Glucosamine.Galactosamine
Trans 3 Hydroxy L Proline_Trans 4 Hydroxy L Proline
Trans_3_HexenedioicAcid
Trigonelline
Urea
Urocanate
Alpha_Aminoadipate
Alpha_Aminoadipate
N Acetyl D Allo Isoleucine_N Acetyl L Leucine 
N Acetyl D Allo Isoleucine_N Acetyl L Leucine 
